22/06/2018;005;A;AFN;0,05230000;0,05279000;71,35000000;72,00000000
22/06/2018;009;A;ETB;0,13550000;0,13820000;27,25930000;27,79000000
22/06/2018;015;A;THB;0,11430000;0,11440000;32,93000000;32,95000000
22/06/2018;020;A;PAB;3,76570000;3,76630000;1,00000000;1,00000000
22/06/2018;026;A;VEF;0,00004710;0,00004720;79800,00000000;80000,00000000
22/06/2018;030;A;BOB;0,53800000;0,54980000;6,85000000;7,00000000
22/06/2018;035;A;GHS;0,78440000;0,79200000;4,75520000;4,80050000
22/06/2018;040;A;CRC;0,00661800;0,00666000;565,55000000;569,00000000
22/06/2018;045;A;SVC;0,42990000;0,43480000;8,66200000;8,76040000
22/06/2018;051;A;NIO;0,11880000;0,11900000;31,66000000;31,70000000
22/06/2018;055;A;DKK;0,58750000;0,58770000;6,40830000;6,40930000
22/06/2018;060;A;ISK;0,03468000;0,03474000;108,42000000;108,59000000
22/06/2018;065;A;NOK;0,46400000;0,46440000;8,11000000;8,11500000
22/06/2018;070;A;SEK;0,42440000;0,42460000;8,87030000;8,87330000
22/06/2018;075;A;CZK;0,16960000;0,16970000;22,18800000;22,19800000
22/06/2018;090;A;GMD;0,07829000;0,07929000;47,50000000;48,10000000
22/06/2018;095;A;DZD;0,03199000;0,03222000;116,89000000;117,69800000
22/06/2018;100;A;KWD;12,43220000;12,46710000;0,30210000;0,30290000
22/06/2018;105;A;BHD;9,92280000;9,94530000;0,37870000;0,37950000
22/06/2018;115;A;IQD;0,00313800;0,00317500;1186,43000000;1200,00000000
22/06/2018;125;A;JOD;5,30010000;5,30460000;0,71000000;0,71050000
22/06/2018;130;A;LYD;2,76320000;2,77790000;1,35580000;1,36280000
22/06/2018;132;A;MKD;0,07070000;0,07135000;52,79000000;53,26000000
22/06/2018;133;A;RSD;0,03706000;0,03713000;101,44000000;101,62000000
22/06/2018;134;A;SDG;0,20720000;0,20980000;17,95520000;18,17720000
22/06/2018;135;A;TND;1,44690000;1,44900000;2,59930000;2,60260000
22/06/2018;136;A;SSP;0,02683000;0,02723000;138,33060000;140,33060000
22/06/2018;138;B;SDR;5,31530000;5,31610000;1,41150000;1,41150000
22/06/2018;139;A;MAD;0,39530000;0,39580000;9,51650000;9,52550000
22/06/2018;145;A;AED;1,02520000;1,02550000;3,67280000;3,67330000
22/06/2018;148;A;STD;0,00017850;0,00017910;21025,00000000;21095,00000000
22/06/2018;150;B;AUD;2,79490000;2,79610000;0,74220000;0,74240000
22/06/2018;155;A;BSD;3,76570000;3,76630000;1,00000000;1,00000000
22/06/2018;160;A;BMD;3,76570000;3,76630000;1,00000000;1,00000000
22/06/2018;165;A;CAD;2,82730000;2,82880000;1,33140000;1,33190000
22/06/2018;170;A;GYD;0,01789000;0,01813000;207,77000000;210,52000000
22/06/2018;173;A;NAD;0,28010000;0,28060000;13,42290000;13,44300000
22/06/2018;175;A;BBD;1,87810000;1,88490000;1,99810000;2,00510000
22/06/2018;180;A;BZD;1,86420000;1,88320000;2,00000000;2,02000000
22/06/2018;185;A;BND;2,76990000;2,79900000;1,34560000;1,35950000
22/06/2018;190;A;KYD;4,49100000;4,56520000;0,82500000;0,83850000
22/06/2018;195;A;SGD;2,76990000;2,77120000;1,35910000;1,35950000
22/06/2018;197;B;CLF;160,43760000;160,46320000;42,60500000;42,60500000
22/06/2018;200;B;FJD;1,78570000;1,82550000;0,47420000;0,48470000
22/06/2018;205;A;HKD;0,47990000;0,48000000;7,84590000;7,84640000
22/06/2018;210;A;TTD;0,55130000;0,56640000;6,65000000;6,83000000
22/06/2018;215;A;XCD;1,38440000;1,39490000;2,70000000;2,72000000
22/06/2018;220;A;USD;3,76570000;3,76630000;1,00000000;1,00000000
22/06/2018;230;A;JMD;0,02841000;0,02889000;130,38000000;132,57000000
22/06/2018;235;A;LRD;0,02567000;0,02596000;145,10000000;146,70000000
22/06/2018;245;B;NZD;2,59570000;2,59720000;0,68930000;0,68960000
22/06/2018;250;B;SBD;0,46690000;0,49720000;0,12400000;0,13200000
22/06/2018;255;A;SRD;0,50080000;0,50690000;7,43000000;7,52000000
22/06/2018;260;A;VND;0,00016450;0,00016450;22891,00000000;22894,00000000
22/06/2018;275;A;AMD;0,00771700;0,00783000;481,00000000;488,00000000
22/06/2018;295;A;CVE;0,03937000;0,03983000;94,57000000;95,65000000
22/06/2018;325;A;ANG;2,06910000;2,08080000;1,81000000;1,82000000
22/06/2018;328;A;AWG;2,06910000;2,13990000;1,76000000;1,82000000
22/06/2018;345;A;HUF;0,01348000;0,01350000;279,01000000;279,41000000
22/06/2018;363;A;CDF;0,00232500;0,00235100;1602,00000000;1620,00000000
22/06/2018;365;A;BIF;0,00213400;0,00214000;1760,20000000;1765,00000000
22/06/2018;368;A;KMF;0,00888600;0,00892900;421,80000000;423,80000000
22/06/2018;370;A;XAF;0,00643600;0,00650000;579,42000000;585,06000000
22/06/2018;372;A;XOF;0,00638300;0,00650000;579,45000000;590,00000000
22/06/2018;380;A;XPF;0,03647000;0,03690000;102,07000000;103,25000000
22/06/2018;390;A;DJF;0,02110000;0,02122000;177,50000000;178,50000000
22/06/2018;398;A;GNF;0,00041610;0,00041830;9003,00000000;9050,00000000
22/06/2018;406;A;MGA;0,00109200;0,00113200;3328,00000000;3450,00000000
22/06/2018;420;A;RWF;0,00430400;0,00432000;871,91880000;875,00000000
22/06/2018;425;A;CHF;3,80220000;3,80430000;0,99000000;0,99040000
22/06/2018;440;A;HTG;0,05646000;0,05665000;66,48930000;66,69800000
22/06/2018;450;A;PYG;0,00065880;0,00066120;5696,00000000;5716,00000000
22/06/2018;460;A;UAH;0,14350000;0,14360000;26,23000000;26,24000000
22/06/2018;470;A;JPY;0,03423000;0,03425000;109,97000000;110,00000000
22/06/2018;482;A;GEL;1,52460000;1,54360000;2,44000000;2,47000000
22/06/2018;490;A;ALL;0,03450000;0,03495000;107,76000000;109,15000000
22/06/2018;495;A;HNL;0,15720000;0,15750000;23,91560000;23,95000000
22/06/2018;500;A;SLL;0,00046200;0,00047080;8000,00000000;8150,00000000
22/06/2018;503;A;MDL;0,22120000;0,22280000;16,90630000;17,02490000
22/06/2018;506;A;RON;0,93850000;0,93990000;4,00700000;4,01230000
22/06/2018;510;A;BGN;2,23910000;2,24010000;1,68130000;1,68180000
22/06/2018;530;B;GIP;5,00270000;5,00730000;1,32850000;1,32950000
22/06/2018;535;A;EGP;0,21010000;0,21140000;17,82000000;17,92000000
22/06/2018;540;B;GBP;4,99140000;4,99370000;1,32550000;1,32590000
22/06/2018;545;B;FKP;4,99780000;5,00770000;1,32720000;1,32960000
22/06/2018;560;A;LBP;0,00247600;0,00250300;1505,00000000;1521,00000000
22/06/2018;570;B;SHP;4,99600000;5,00580000;1,32670000;1,32910000
22/06/2018;575;A;SYP;0,00730400;0,00731300;515,00000000;515,60000000
22/06/2018;585;A;SZL;0,28000000;0,28040000;13,43200000;13,44700000
22/06/2018;603;A;LSL;0,28000000;0,28050000;13,42750000;13,44750000
22/06/2018;608;A;TMT;1,07590000;1,07920000;3,49000000;3,50000000
22/06/2018;622;A;MZN;0,06297000;0,06424000;58,63000000;59,80000000
22/06/2018;625;A;ERN;0,24860000;0,25110000;15,00000000;15,15000000
22/06/2018;630;A;NGN;0,01195000;0,01198000;314,50000000;315,00000000
22/06/2018;635;A;AOA;0,01525000;0,01533000;245,65800000;247,00800000
22/06/2018;640;A;TWD;0,12400000;0,12420000;30,33500000;30,36500000
22/06/2018;642;A;TRY;0,80280000;0,80420000;4,68300000;4,69050000
22/06/2018;660;A;PEN;1,15200000;1,15330000;3,26580000;3,26890000
22/06/2018;665;A;BTN;0,05549000;0,05559000;67,75700000;67,86700000
22/06/2018;670;A;MRO;0,01049000;0,01058000;356,00000000;359,00000000
22/06/2018;671;A;MRU;0,10580000;0,10590000;35,55000000;35,60000000
22/06/2018;680;B;TOP;1,63320000;1,75170000;0,43370000;0,46510000
22/06/2018;685;A;MOP;0,46520000;0,46650000;8,07400000;8,09400000
22/06/2018;706;A;ARS;0,13840000;0,13870000;27,16000000;27,20000000
22/06/2018;715;A;CLP;0,00591200;0,00591600;636,65000000;636,95000000
22/06/2018;720;A;COP;0,00128700;0,00128900;2922,95000000;2926,95000000
22/06/2018;725;A;CUP;3,76570000;3,76630000;1,00000000;1,00000000
22/06/2018;730;A;DOP;0,07580000;0,07599000;49,56000000;49,68000000
22/06/2018;735;A;PHP;0,07063000;0,07067000;53,29600000;53,31600000
22/06/2018;741;A;MXN;0,18730000;0,18740000;20,09900000;20,10900000
22/06/2018;745;A;UYU;0,11880000;0,11900000;31,66000000;31,71000000
22/06/2018;755;B;BWP;0,36450000;0,36650000;0,09680000;0,09730000
22/06/2018;760;A;MWK;0,00514100;0,00525100;717,29000000;732,45000000
22/06/2018;766;A;ZMW;0,37430000;0,37630000;10,01000000;10,06000000
22/06/2018;770;A;GTQ;0,50140000;0,50350000;7,48000000;7,51000000
22/06/2018;775;A;MMK;0,00270900;0,00272100;1384,00000000;1390,00000000
22/06/2018;778;B;PGK;1,11840000;1,17510000;0,29700000;0,31200000
22/06/2018;779;A;HRK;0,59320000;0,59390000;6,34140000;6,34850000
22/06/2018;780;A;LAK;0,00044830;0,00044930;8382,00000000;8400,00000000
22/06/2018;785;A;ZAR;0,28010000;0,28040000;13,43080000;13,44460000
22/06/2018;795;A;CNY;0,57850000;0,57920000;6,50270000;6,50900000
22/06/2018;796;A;CNH;0,57790000;0,57800000;6,51560000;6,51630000
22/06/2018;800;A;QAR;1,03400000;1,03460000;3,64050000;3,64200000
22/06/2018;805;A;OMR;9,78100000;9,78260000;0,38500000;0,38500000
22/06/2018;810;A;YER;0,01505000;0,01508000;249,70000000;250,28000000
22/06/2018;815;A;IRR;0,00008860;0,00008860;42490,00000000;42490,00000000
22/06/2018;820;A;SAR;1,00410000;1,00430000;3,75010000;3,75040000
22/06/2018;825;A;KHR;0,00092100;0,00093280;4037,81210000;4088,66760000
22/06/2018;828;A;MYR;0,94050000;0,94130000;4,00100000;4,00400000
22/06/2018;830;A;RUB;0,05981000;0,05983000;62,94930000;62,95830000
22/06/2018;831;A;BYN;1,88710000;1,89310000;1,98950000;1,99550000
22/06/2018;835;A;TJS;0,41290000;0,41440000;9,08900000;9,12000000
22/06/2018;840;A;MUR;0,10720000;0,10810000;34,83000000;35,13000000
22/06/2018;845;A;NPR;0,03469000;0,03470000;108,54000000;108,55000000
22/06/2018;850;A;SCR;0,27590000;0,28040000;13,43000000;13,65000000
22/06/2018;855;A;LKR;0,02367000;0,02370000;158,90000000;159,10000000
22/06/2018;860;A;INR;0,05547000;0,05548000;67,88000000;67,89000000
22/06/2018;865;A;IDR;0,00026740;0,00026760;14075,00000000;14085,00000000
22/06/2018;870;A;MVR;0,24290000;0,24420000;15,42000000;15,50000000
22/06/2018;875;A;PKR;0,03087000;0,03105000;121,30000000;122,00000000
22/06/2018;880;A;ILS;1,04390000;1,04470000;3,60530000;3,60740000
22/06/2018;892;A;KGS;0,05505000;0,05531000;68,10000000;68,40000000
22/06/2018;893;A;UZS;0,00047730;0,00047800;7878,99000000;7888,99000000
22/06/2018;905;A;BDT;0,04430000;0,04484000;84,00000000;85,00000000
22/06/2018;912;B;WST;1,43280000;1,51590000;0,38050000;0,40250000
22/06/2018;913;A;KZT;0,01107000;0,01108000;339,96000000;340,06000000
22/06/2018;915;A;MNT;0,00152500;0,00153400;2456,00000000;2470,00000000
22/06/2018;920;A;VUV;0,03383000;0,03401000;110,74000000;111,30000000
22/06/2018;930;A;KRW;0,00337500;0,00338100;1113,87000000;1115,86000000
22/06/2018;946;A;TZS;0,00165200;0,00165800;2271,00000000;2280,00000000
22/06/2018;950;A;KES;0,03736000;0,03744000;100,60000000;100,80000000
22/06/2018;955;A;UGX;0,00097180;0,00097450;3865,00000000;3875,00000000
22/06/2018;960;A;SOS;0,00647000;0,00655000;575,00000000;582,00000000
22/06/2018;975;A;PLN;1,01410000;1,01440000;3,71270000;3,71320000
22/06/2018;978;B;EUR;4,37880000;4,38100000;1,16280000;1,16320000
22/06/2018;998;A;XAU;153,57670000;153,60110000;0,02452000;0,02452000
